كلمة, PFA,الفئة
مرافعة,0.25,فرح
إيضاحي,0.25,فرح
مهد الحضارة,0.247,فرح
نشوة,0.246,فرح
وجبة افطار,0.242,فرح
تنمو,0.242,فرح
دفع,0.242,فرح
حافظ,0.242,فرح
المكثف,0.242,فرح
سيادة,0.242,فرح
كنيسة,0.242,فرح
موكب,0.242,فرح
تكريس,0.235,فرح
أوقات الحياة,0.234,فرح
حضانة,0.234,فرح
خاشع,0.234,فرح
تصويت,0.234,فرح
عطور,0.234,فرح
قيثارة,0.234,فرح
شمعة,0.234,فرح
مثلج,0.234,فرح
دمية,0.234,فرح
التزحلق,0.234,فرح
التنسيق,0.234,فرح
فن,0.234,فرح
راتب,0.234,فرح
معجنات,0.229,فرح
يراعة,0.227,فرح
يسترخي,0.227,فرح
علاج,0.227,فرح
إنقاذ,0.225,فرح
تخييم,0.221,فرح
إنطباع,0.221,فرح
بستان,0.221,فرح
أوركسترا,0.221,فرح
تملك,0.219,فرح
قلعة,0.219,فرح
عدس,0.219,فرح
حدائق,0.219,فرح
منسم,0.219,فرح
NO TRANSLATION,0.212,فرح
NO TRANSLATION,0.212,فرح
انتعش,0.212,فرح
NO TRANSLATION,0.212,فرح
رد,0.212,فرح
شريط,0.212,فرح
هواتف,0.212,فرح
الريغي,0.212,فرح
قطرات المطر,0.212,فرح
NO TRANSLATION,0.212,فرح
علم,0.212,فرح
قيلولة,0.206,فرح
سكون,0.203,فرح
ترنيمة,0.203,فرح
توظيف,0.203,فرح
ربيعي,0.203,فرح
جون خليج صغير,0.203,فرح
متعذر ضبطه,0.203,فرح
مصدقة,0.203,فرح
غير متوقع,0.203,فرح
أضواء,0.203,فرح
حفظ,0.2,فرح
كفر عن,0.197,فرح
الأشجار,0.197,فرح
القس,0.197,فرح
تناظر,0.197,فرح
يوماً ما,0.197,فرح
الكتاب المقدس,0.196,فرح
الجبال,0.194,فرح
ممر,0.188,فرح
المشي,0.188,فرح
جنون,0.188,فرح
ماطر,0.188,فرح
شاي,0.188,فرح
هادئ,0.188,فرح
الأجداد,0.188,فرح
الخمور,0.188,فرح
العادة,0.188,فرح
بياض,0.188,فرح
ودي,0.188,فرح
صبور,0.186,فرح
بيت الدمية,0.182,فرح
حمام,0.182,فرح
أحرز هدفاً,0.182,فرح
movingon,0.182,فرح
"مؤيد، مشجع، داعم",0.18,فرح
مرافقة,0.179,فرح
السعي وراء,0.176,فرح
فورة,0.176,فرح
أشيب,0.174,فرح
اكتشف - حل,0.172,فرح
إغلاق,0.172,فرح
غداء,0.172,فرح
الخدمات,0.172,فرح
الشتوية,0.172,فرح
أجور,0.169,فرح
متحضر,0.169,فرح
NO TRANSLATION,0.167,فرح
ديسمبر,0.167,فرح
بهلوان,0.162,فرح
زحلقة,0.162,فرح
أخيرا,0.157,فرح
الإنجابية,0.156,فرح
قزم,0.156,فرح
منظمة,0.156,فرح
تنزه,0.156,فرح
نعناع,0.156,فرح
استراحة,0.156,فرح
تشاي,0.156,فرح
يمكن الحصول عليها,0.156,فرح
حوض الاستحمام,0.156,فرح
القدوم,0.152,فرح
الخيال العلمي,0.152,فرح
البلسم,0.152,فرح
قياس,0.152,فرح
الذليل,0.145,فرح
أسمر,0.141,فرح
أغنية قصيرة وبسيطة,0.141,فرح
فقاعة,0.141,فرح
بسيط,0.141,فرح
زيوت,0.141,فرح
بيرة,0.141,فرح
أخضر,0.137,فرح
بوسه,0.136,فرح
الكتب,0.136,فرح
NO TRANSLATION,0.136,فرح
طعام,0.135,فرح
pitter,0.134,فرح
يطفو,0.13,فرح
الصمت,0.127,فرح
دراجة,0.125,فرح
عزلة,0.125,فرح
مكتبة لبيع الكتب,0.125,فرح
نبيذ,0.125,فرح
ظروف,0.125,فرح
اليابان,0.121,فرح
نقع,0.121,فرح
برية,0.121,فرح
كهنوت,0.121,فرح
حرج,0.116,فرح
محايد,0.114,فرح
فك,0.109,فرح
الصيد,0.109,فرح
دار الأوبرا,0.109,فرح
وزن,0.109,فرح
أبيض,0.109,فرح
رمل,0.109,فرح
ينفخ,0.109,فرح
العمل,0.106,فرح
كلاسيكي,0.106,فرح
مصيبة,0.103,فرح
بحيرة,0.103,فرح
عضو,0.094,فرح
سكن,0.094,فرح
شجرة,0.09,فرح
بركة ماء,0.089,فرح
نخاع,0.078,فرح
لاتيه,0.078,فرح
وهو يحتسي,0.076,فرح
حميدة,0.074,فرح
أغلبية,0.073,فرح
ورقة الشجر,0.065,فرح
مشاكل,0.062,فرح
كرة سلة,0.062,فرح
انفجارات,0.061,فرح
كريم,0.061,فرح
الراعي,0.058,فرح
الثلاثاء,0.047,فرح
اضطراب,0.045,فرح
عجل,0.04,فرح
ضائقة,0.031,فرح
ستون,0.016,فرح
تعاسة,0.016,فرح
مفجع,0.969,حزن
الحداد,0.969,حزن
مأساوي,0.961,حزن
محرقة,0.953,حزن
انتحاري,0.941,حزن
بؤس,0.938,حزن
مذبحة,0.931,حزن
قتل رحيم,0.927,حزن
كآبة,0.925,حزن
الثكل,0.922,حزن
الحزن,0.922,حزن
قاتلة - مهلك,0.922,حزن
ثاكل,0.92,حزن
دمار,0.917,حزن
الموت,0.915,حزن
دمر,0.912,حزن
انتحار,0.912,حزن
كارثة,0.911,حزن
مروع,0.907,حزن
مأساة,0.906,حزن
محزن,0.906,حزن
مات,0.906,حزن
كرب,0.902,حزن
سكرة,0.9,حزن
مميت,0.898,حزن
بكاء,0.896,حزن
ولادة جنين ميت,0.891,حزن
متوفى,0.891,حزن
قاتل,0.877,حزن
مدمر,0.875,حزن
اغتصاب,0.875,حزن
سرطان,0.875,حزن
وفاة,0.875,حزن
حزن,0.864,حزن
مرضية,0.864,حزن
صلب,0.859,حزن
حزن,0.859,حزن
مكتئب,0.859,حزن
جرحي,0.859,حزن
فظاعة,0.859,حزن
تنفيذ,0.859,حزن
التخلي عن,0.859,حزن
هلك,0.859,حزن
الجثة,0.853,حزن
خيانة,0.848,حزن
خيانة,0.848,حزن
حزين,0.844,حزن
دمر,0.844,حزن
تعيس,0.844,حزن
اضطهاد,0.844,حزن
جنازة,0.844,حزن
ذبح,0.844,حزن
مرعب,0.844,حزن
قتل,0.844,حزن
اليأس,0.844,حزن
حزن,0.844,حزن
حزن,0.844,حزن
معاناة,0.844,حزن
قاتل,0.844,حزن
تعاسة,0.839,حزن
أعرج,0.836,حزن
إراقة الدماء,0.836,حزن
يتألمون,0.833,حزن
قتل,0.833,حزن
مذبحة,0.833,حزن
لا يطاق,0.83,حزن
مولود ميت,0.83,حزن
عبودية,0.828,حزن
عذاب,0.828,حزن
مرض,0.828,حزن
مستعبد,0.828,حزن
مصاب,0.828,حزن
مرضي,0.828,حزن
قتل,0.828,حزن
ندب,0.828,حزن
العجز,0.828,حزن
إبادة,0.828,حزن
مهجور,0.828,حزن
أهوال,0.828,حزن
بتر,0.828,حزن
يباد,0.828,حزن
إجهاض,0.824,حزن
جوع,0.819,حزن
قتل,0.812,حزن
بالفشل,0.812,حزن
مجاعة,0.812,حزن
مضطرب,0.812,حزن
NO TRANSLATION,0.812,حزن
دفن,0.812,حزن
عار,0.812,حزن
قسوة,0.812,حزن
يأس,0.812,حزن
حزنت,0.812,حزن
ظلم,0.812,حزن
للأسف,0.812,حزن
كئيب,0.812,حزن
إرهاب,0.812,حزن
وجع القلب,0.812,حزن
دموي,0.806,حزن
برد قارص,0.804,حزن
وحشية,0.804,حزن
خباثة,0.803,حزن
عار,0.802,حزن
السرقوم ورم خبيث,0.797,حزن
ميت,0.797,حزن
هلك,0.797,حزن
مروع,0.797,حزن
دمر,0.797,حزن
مخيف,0.797,حزن
مشنقة,0.797,حزن
قاتل,0.797,حزن
خراب,0.797,حزن
قتل,0.797,حزن
شريحة,0.797,حزن
ثلاجة الموتى,0.797,حزن
اغتيال,0.797,حزن
سرطان الدم,0.797,حزن
NO TRANSLATION,0.792,حزن
نفي,0.79,حزن
ابتلى,0.789,حزن
بخيبة أمل,0.788,حزن
دفن,0.781,حزن
بكاء,0.781,حزن
ورم,0.781,حزن
حسرة,0.781,حزن
تدنيس,0.781,حزن
الروح المعنوية,0.781,حزن
إرهاب,0.781,حزن
NO TRANSLATION,0.773,حزن
أعدم من غير محاكمة,0.773,حزن
مصاب,0.77,حزن
الشعور بالوحدة,0.766,حزن
مقبرة,0.766,حزن
فقراء,0.766,حزن
تعذيب,0.766,حزن
الإجهاض,0.766,حزن
مريضة,0.766,حزن
تعزية,0.766,حزن
نكبة,0.766,حزن
تقطيع الأوصال,0.766,حزن
محكوم,0.766,حزن
خشية,0.766,حزن
القاتل,0.766,حزن
مؤلم,0.758,حزن
هاجع,0.758,حزن
كارثة,0.758,حزن
خفض,0.755,حزن
إدانة,0.754,حزن
يأس,0.75,حزن
نزف,0.75,حزن
تعيس,0.75,حزن
جائحة,0.75,حزن
جثة,0.75,حزن
كئيب,0.75,حزن
بائس,0.75,حزن
هزم,0.75,حزن
يوم القيامة,0.75,حزن
يبكي,0.75,حزن
ضحية,0.75,حزن
طمس,0.75,حزن
اللعن,0.75,حزن
إثم,0.75,حزن
مقرف,0.75,حزن
إرهابي,0.75,حزن
محزن,0.75,حزن
سفاح القربى,0.75,حزن
مؤلم,0.75,حزن
اختطاف,0.75,حزن
نادم,0.75,حزن
ظلم,0.745,حزن
مضايقة,0.744,حزن
منفى,0.742,حزن
سحيق,0.742,حزن
جهنمي,0.738,حزن
إبادة,0.736,حزن
زلزال,0.734,حزن
خيانة,0.734,حزن
يتيم,0.734,حزن
ذبح,0.734,حزن
موصوم,0.734,حزن
ضرب,0.734,حزن
قاتل,0.734,حزن
فظيع,0.734,حزن
على نحو بائس,0.734,حزن
وحيد,0.734,حزن
مشرحة,0.734,حزن
كارثي,0.734,حزن
حرب,0.734,حزن
تدمير,0.734,حزن
بلا مأوى,0.734,حزن
فاتر,0.729,حزن
لسوء الحظ,0.727,حزن
قبر,0.727,حزن
فراغ,0.727,حزن
نفور,0.727,حزن
مفعم,0.722,حزن
مهزول,0.719,حزن
خبيث,0.719,حزن
ضمور,0.719,حزن
شل,0.719,حزن
خجلان,0.719,حزن
جذام,0.719,حزن
بعنف,0.719,حزن
الإحباط,0.719,حزن
بكت,0.719,حزن
ويل,0.719,حزن
رعب,0.719,حزن
عديم الشفقة,0.719,حزن
منبوذ,0.719,حزن
شلل,0.719,حزن
مفقود,0.719,حزن
خطر,0.719,حزن
الم,0.719,حزن
زوال,0.717,حزن
ناقم,0.712,حزن
مرفوض,0.712,حزن
غث,0.712,حزن
عنف,0.712,حزن
تمزقها,0.71,حزن
مصيبة,0.709,حزن
متجهم,0.708,حزن
مؤلم,0.704,حزن
مشوه,0.703,حزن
معاقبة,0.703,حزن
ينقرض,0.703,حزن
الانهيار,0.703,حزن
ظالم,0.703,حزن
مشوه,0.703,حزن
مسلخ,0.703,حزن
إذلال,0.703,حزن
غير إنساني,0.703,حزن
تفكيك,0.703,حزن
خانق,0.703,حزن
عربة الموتى,0.703,حزن
عضال,0.703,حزن
مدفون,0.703,حزن
مشلول,0.703,حزن
سرطان,0.703,حزن
تشويه,0.703,حزن
مهروس,0.703,حزن
عزل,0.703,حزن
مدمع,0.703,حزن
تخلى,0.703,حزن
obit,0.703,حزن
خنق,0.703,حزن
ضحية,0.703,حزن
عزل,0.703,حزن
lifesucks,0.7,حزن
الجحيم,0.7,حزن
طاحن,0.698,حزن
أرملة,0.697,حزن
إبعاد,0.697,حزن
ملعون,0.697,حزن
خرب,0.697,حزن
اختفت,0.695,حزن
النازحين,0.691,حزن
فقر,0.69,حزن
تكية,0.688,حزن
جنون,0.688,حزن
لئيم,0.688,حزن
اطلاق الرصاص,0.688,حزن
طعنة,0.688,حزن
مثير للشفقة,0.688,حزن
وحيد للأبد,0.688,حزن
مرض عقلي,0.688,حزن
صورة زائفة,0.688,حزن
NO TRANSLATION,0.688,حزن
خيانة,0.688,حزن
وباء,0.688,حزن
الدموع تنهمر,0.688,حزن
الأرمل,0.688,حزن
طرفية,0.688,حزن
مهمل,0.688,حزن
مرض,0.688,حزن
الندم,0.688,حزن
مسجون,0.688,حزن
مؤذ,0.688,حزن
نفي,0.688,حزن
جرح,0.688,حزن
مهجور,0.688,حزن
ميئوس منه,0.688,حزن
NO TRANSLATION,0.688,حزن
خسارة,0.688,حزن
إقالة,0.686,حزن
عزلة,0.685,حزن
ضائقة,0.685,حزن
خنق,0.682,حزن
خطف,0.682,حزن
نزيف,0.673,حزن
نعي,0.672,حزن
NO TRANSLATION,0.672,حزن
معاق,0.672,حزن
منبوذ,0.672,حزن
سم,0.672,حزن
ناقص النمو مخفق,0.672,حزن
ملطخ بالدم,0.672,حزن
انتقص,0.672,حزن
عويل,0.672,حزن
حاقد,0.672,حزن
سجن,0.672,حزن
البائس,0.672,حزن
NO TRANSLATION,0.672,حزن
ردئ,0.672,حزن
استخف,0.672,حزن
يعاقب,0.672,حزن
حرمان,0.672,حزن
شر,0.672,حزن
نعش,0.672,حزن
يرثى له,0.672,حزن
فاسد,0.672,حزن
مخيف,0.672,حزن
يائس,0.672,حزن
قاحل,0.67,حزن
مسمم,0.667,حزن
جلاد,0.667,حزن
مرض,0.665,حزن
ظلم,0.664,حزن
بلا جسد,0.66,حزن
دمعه,0.656,حزن
غزر,0.656,حزن
التباكي,0.656,حزن
خراب,0.656,حزن
تباكى,0.656,حزن
وحيد,0.656,حزن
سجن,0.656,حزن
سرقة,0.656,حزن
فسد,0.656,حزن
اكرهه,0.656,حزن
مريض,0.656,حزن
كئيب,0.656,حزن
كئيب,0.656,حزن
شلل الأطفال,0.656,حزن
شقاء,0.656,حزن
تابوت,0.656,حزن
شيطاني,0.656,حزن
خطر,0.656,حزن
جثة,0.653,حزن
الضرب,0.652,حزن
يأسف,0.652,حزن
جبانة,0.652,حزن
عجز,0.648,حزن
مصيبة,0.645,حزن
سام,0.641,حزن
حالة طوارئ,0.641,حزن
محفوف بالمخاطر,0.641,حزن
سيى,0.641,حزن
رهيب,0.641,حزن
كارثة,0.641,حزن
مذنب,0.641,حزن
مبتلي,0.641,حزن
كراهية,0.641,حزن
عاجز,0.641,حزن
نهاية,0.641,حزن
طرد الارواح الشريرة,0.641,حزن
محزن,0.641,حزن
غرق,0.641,حزن
عدم المساواة,0.641,حزن
العقم,0.641,حزن
سجن,0.641,حزن
فشل,0.641,حزن
قلق,0.641,حزن
كفن,0.641,حزن
ذهان,0.638,حزن
هدم,0.636,حزن
مرثاة,0.636,حزن
خائب الامل,0.636,حزن
فزع,0.636,حزن
متعب,0.634,حزن
حطم,0.63,حزن
ضريح,0.63,حزن
كآبة,0.625,حزن
يندم,0.625,حزن
ملعون,0.625,حزن
ضعف جنسى,0.625,حزن
إنهاء,0.625,حزن
ظالم,0.625,حزن
لا يذلل,0.625,حزن
إساءة,0.625,حزن
بائس,0.625,حزن
طاغية,0.625,حزن
مخيب للامال,0.625,حزن
جرح,0.625,حزن
هدم,0.625,حزن
شلل,0.625,حزن
انفصام فى الشخصية,0.625,حزن
غير مرغوب,0.625,حزن
مؤلم,0.625,حزن
ضائع,0.625,حزن
إكراه,0.625,حزن
مرير,0.625,حزن
عار,0.625,حزن
بعد الوفاة,0.625,حزن
المحطمة,0.625,حزن
تدهور,0.625,حزن
طلاق,0.623,حزن
لا إنساني,0.623,حزن
حزن,0.621,حزن
إحراق جثث الموتى,0.621,حزن
قلق,0.621,حزن
مأزق,0.621,حزن
هجر,0.621,حزن
قنبلة,0.621,حزن
لا ترحم,0.612,حزن
تعفن الدم,0.611,حزن
لا يمكن إصلاحه,0.609,حزن
التضحيات,0.609,حزن
قاسي,0.609,حزن
NO TRANSLATION,0.609,حزن
مهلهل,0.609,حزن
طغت,0.609,حزن
مذم,0.609,حزن
نطح,0.609,حزن
مصاب,0.609,حزن
مخجل,0.609,حزن
بخوف,0.609,حزن
عديم القيمة,0.609,حزن
جرح,0.609,حزن
كافر,0.609,حزن
تحطيم,0.609,حزن
مهين,0.609,حزن
قبح,0.609,حزن
إخضاع,0.609,حزن
هزيمة,0.609,حزن
قيد,0.609,حزن
يخيب,0.609,حزن
ازدرائي,0.609,حزن
القابعين,0.609,حزن
انفصل,0.609,حزن
إدمان الكحول,0.609,حزن
مستبعد,0.609,حزن
كافر,0.609,حزن
الساحق,0.609,حزن
مفلس,0.609,حزن
مذنب,0.609,حزن
لعنة,0.608,حزن
وحده,0.6,حزن
سرقة,0.6,حزن
الجمرة الخبيثة,0.6,حزن
القلق,0.598,حزن
ثأر,0.594,حزن
ندم,0.594,حزن
السجن,0.594,حزن
تعازي,0.594,حزن
فوضى,0.594,حزن
شيطان,0.594,حزن
هاوية,0.594,حزن
ملوث,0.594,حزن
لا يقبل المساومة,0.594,حزن
مكسور,0.594,حزن
المذنب,0.594,حزن
فراغ,0.594,حزن
محنة,0.594,حزن
سوف,0.594,حزن
عنيف,0.594,حزن
جعجع,0.594,حزن
عار,0.594,حزن
خيبة الامل,0.594,حزن
أسر,0.594,حزن
نفي,0.594,حزن
سقوط,0.594,حزن
شوق,0.594,حزن
طمس,0.594,حزن
سرداب,0.594,حزن
استشهاد,0.594,حزن
طرد,0.594,حزن
NO TRANSLATION,0.594,حزن
محروم,0.594,حزن
فقدان,0.594,حزن
تفتت,0.594,حزن
الصيد غير المشروع,0.594,حزن
أفشى سرا,0.594,حزن
عاجز,0.594,حزن
نكد,0.594,حزن
إسهال,0.593,حزن
كئيب,0.591,حزن
آفة,0.591,حزن
تمزق,0.588,حزن
خائن,0.588,حزن
صقر قريش,0.587,حزن
راحه,0.585,حزن
كوليرا,0.583,حزن
ضرر,0.578,حزن
بلطجي,0.578,حزن
مضر,0.578,حزن
رهيب,0.578,حزن
كئيب,0.578,حزن
أرعب,0.578,حزن
انحلال,0.578,حزن
أنين,0.578,حزن
دنيء,0.578,حزن
غير مرغوب فيه,0.578,حزن
مرارة,0.578,حزن
إذلال,0.578,حزن
مريض,0.578,حزن
تمييز,0.578,حزن
رفض,0.578,حزن
عديم الاخلاق,0.578,حزن
اضطراب,0.578,حزن
دفن,0.578,حزن
خسائر,0.576,حزن
إبليس,0.576,حزن
تذمر,0.576,حزن
أسير,0.576,حزن
تشاؤم,0.576,حزن
هذيان,0.576,حزن
نشجب,0.576,حزن
لم يعجبني,0.576,حزن
بغيض,0.575,حزن
متعصب,0.574,حزن
هلاك,0.569,حزن
الزنا,0.566,حزن
إفساد,0.565,حزن
اهرب,0.562,حزن
روماتزم,0.562,حزن
استبداد,0.562,حزن
تنقضي,0.562,حزن
عقابي,0.562,حزن
خداع,0.562,حزن
إصابه,0.562,حزن
تشريح الجثة,0.562,حزن
لعنة,0.562,حزن
جرة,0.562,حزن
جلد,0.562,حزن
التهاب داخلى بالقلب,0.562,حزن
مقلق,0.562,حزن
فقير,0.562,حزن
بلاء,0.562,حزن
تخبط,0.562,حزن
متشائم,0.562,حزن
حطام سفينة,0.562,حزن
تدهور,0.562,حزن
الرفض,0.562,حزن
يخدع,0.562,حزن
مضطراب,0.562,حزن
NO TRANSLATION,0.562,حزن
سباتي,0.562,حزن
مخادع,0.562,حزن
استياء,0.562,حزن
قبر,0.562,حزن
كئيب,0.562,حزن
الراحل,0.558,حزن
شهيد,0.556,حزن
فتن,0.555,حزن
معلق,0.547,حزن
bummed,0.547,حزن
استسقاء,0.547,حزن
شفقة,0.547,حزن
استقالة,0.547,حزن
اطلاق النار,0.547,حزن
خيبة الأمل,0.547,حزن
الاستسلام,0.547,حزن
كئيب,0.547,حزن
معزول,0.547,حزن
لم تتحقق,0.547,حزن
غير لطيف,0.547,حزن
طاعون,0.547,حزن
غياب,0.547,حزن
اجتنب,0.547,حزن
NO TRANSLATION,0.547,حزن
توعك,0.547,حزن
رفض,0.547,حزن
ملاريا,0.547,حزن
مفجر,0.547,حزن
غم,0.547,حزن
النصب التذكاري,0.547,حزن
تثبيط,0.547,حزن
شائن,0.546,حزن
داكن,0.545,حزن
الإتهام بجريمة,0.545,حزن
ارتجاج في المخ,0.545,حزن
تأوه,0.545,حزن
مؤلم,0.544,حزن
ضعيف,0.544,حزن
استياء,0.543,حزن
متعهد,0.538,حزن
مهاجم,0.536,حزن
تدهور,0.536,حزن
نقش على ضريح,0.531,حزن
تفاوت,0.531,حزن
ينخدع,0.531,حزن
تلطخ,0.531,حزن
مشوق للعودة إلى الوطن,0.531,حزن
إلحاق,0.531,حزن
كفارة,0.531,حزن
وجع,0.531,حزن
لا إجتماعي,0.531,حزن
متجهم,0.531,حزن
مصادرة,0.531,حزن
وحدة التحكم,0.531,حزن
إضطراب عصبي,0.531,حزن
سرقة,0.531,حزن
فورة,0.531,حزن
جردوا,0.531,حزن
أسير,0.531,حزن
قرف,0.531,حزن
الانصمام,0.531,حزن
بمرارة,0.531,حزن
مهاجمة,0.531,حزن
حبيس,0.531,حزن
مشاكل مالية,0.531,حزن
معاد,0.531,حزن
مرض,0.531,حزن
موسيقى قداس الموتى,0.531,حزن
انتكاس,0.53,حزن
نسي,0.53,حزن
غير سارة,0.53,حزن
شكوى,0.53,حزن
تعطيل,0.529,حزن
مسالم,0.526,حزن
الميت,0.518,حزن
سخرية,0.518,حزن
حبس,0.516,حزن
نام,0.516,حزن
جردت,0.516,حزن
عمى,0.516,حزن
حادث,0.516,حزن
NO TRANSLATION,0.516,حزن
بشع,0.516,حزن
مصيبة,0.516,حزن
تأخير,0.516,حزن
غير ودي,0.516,حزن
ضعف,0.516,حزن
نفايات,0.516,حزن
التهاب,0.516,حزن
